"Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Aggregate Description (AGG_DESC)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Type of Government (GOVTYPE_LABEL)","Amount Formatted (AMOUNT_FORMATTED)"
"Annual Survey of School System Finance","Maryland","2014","SST","Revenue from state sources Total (%)","State and Local ","44.3"
"Annual Survey of School System Finance","Maryland","2015","SST","Revenue from state sources Total (%)","State and Local ","43.3"
"Annual Survey of School System Finance","Maryland","2016","SST","Revenue from state sources Total (%)","State and Local ","44.0"
"Annual Survey of School System Finance","Maryland","2017","SST","Revenue from state sources Total (%)","State and Local ","43.6"
"Annual Survey of School System Finance","Maryland","2018","SST","Revenue from state sources Total (%)","State and Local ","41.9"
"Annual Survey of School System Finance","Maryland","2012","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Maryland","2013","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Maryland","2014","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Maryland","2015","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Maryland","2016","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Maryland","2017","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Maryland","2018","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Massachusetts","2012","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.4"
"Annual Survey of School System Finance","Massachusetts","2013","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.2"
"Annual Survey of School System Finance","Massachusetts","2014","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.1"
"Annual Survey of School System Finance","Massachusetts","2015","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.2"
"Annual Survey of School System Finance","Massachusetts","2016","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.1"
"Annual Survey of School System Finance","Massachusetts","2017","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.2"
"Annual Survey of School System Finance","Massachusetts","2018","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.0"
"Annual Survey of School System Finance","Massachusetts","2012","FST","Revenue from federal sources Total (%)","State and Local ","6.3"
"Annual Survey of School System Finance","Massachusetts","2013","FST","Revenue from federal sources Total (%)","State and Local ","5.1"
"Annual Survey of School System Finance","Massachusetts","2014","FST","Revenue from federal sources Total (%)","State and Local ","4.8"
"Annual Survey of School System Finance","Massachusetts","2015","FST","Revenue from federal sources Total (%)","State and Local ","4.6"
"Annual Survey of School System Finance","Massachusetts","2016","FST","Revenue from federal sources Total (%)","State and Local ","4.4"
"Annual Survey of School System Finance","Massachusetts","2017","FST","Revenue from federal sources Total (%)","State and Local ","4.8"
"Annual Survey of School System Finance","Massachusetts","2018","FST","Revenue from federal sources Total (%)","State and Local ","3.9"
"Annual Survey of School System Finance","Massachusetts","2012","LSCT","Revenue from local sources Charges (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Massachusetts","2013","LSCT","Revenue from local sources Charges (%)","State and Local ","2.0"
"Annual Survey of School System Finance","Massachusetts","2014","LSCT","Revenue from local sources Charges (%)","State and Local ","2.2"
"Annual Survey of School System Finance","Massachusetts","2015","LSCT","Revenue from local sources Charges (%)","State and Local ","2.0"
"Annual Survey of School System Finance","Massachusetts","2016","LSCT","Revenue from local sources Charges (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Massachusetts","2017","LSCT","Revenue from local sources Charges (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Massachusetts","2018","LSCT","Revenue from local sources Charges (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Massachusetts","2012","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","7.0"
"Annual Survey of School System Finance","Massachusetts","2013","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","7.2"
"Annual Survey of School System Finance","Massachusetts","2014","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","7.4"
"Annual Survey of School System Finance","Massachusetts","2015","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","7.6"
"Annual Survey of School System Finance","Massachusetts","2016","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","7.7"
"Annual Survey of School System Finance","Massachusetts","2017","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","7.7"
"Annual Survey of School System Finance","Massachusetts","2018","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","7.8"
"Annual Survey of School System Finance","Massachusetts","2012","LST","Revenue from local sources Total (%)","State and Local ","54.0"
"Annual Survey of School System Finance","Massachusetts","2013","LST","Revenue from local sources Total (%)","State and Local ","54.7"
"Annual Survey of School System Finance","Massachusetts","2014","LST","Revenue from local sources Total (%)","State and Local ","55.2"
"Annual Survey of School System Finance","Massachusetts","2015","LST","Revenue from local sources Total (%)","State and Local ","55.0"
"Annual Survey of School System Finance","Massachusetts","2016","LST","Revenue from local sources Total (%)","State and Local ","56.5"
"Annual Survey of School System Finance","Massachusetts","2017","LST","Revenue from local sources Total (%)","State and Local ","56.5"
"Annual Survey of School System Finance","Massachusetts","2018","LST","Revenue from local sources Total (%)","State and Local ","58.1"
"Annual Survey of School System Finance","Massachusetts","2012","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","43.4"
"Annual Survey of School System Finance","Massachusetts","2013","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","43.9"
"Annual Survey of School System Finance","Massachusetts","2014","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","44.1"
"Annual Survey of School System Finance","Massachusetts","2015","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","43.8"
"Annual Survey of School System Finance","Massachusetts","2016","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","45.1"
"Annual Survey of School System Finance","Massachusetts","2017","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","45.4"
"Annual Survey of School System Finance","Massachusetts","2018","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","46.4"
"Annual Survey of School System Finance","Massachusetts","2012","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","25.5"
"Annual Survey of School System Finance","Massachusetts","2013","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","26.1"
"Annual Survey of School System Finance","Massachusetts","2014","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","26.1"
"Annual Survey of School System Finance","Massachusetts","2015","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","26.1"
"Annual Survey of School System Finance","Massachusetts","2016","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","26.0"
"Annual Survey of School System Finance","Massachusetts","2017","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","25.6"
"Annual Survey of School System Finance","Massachusetts","2018","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","25.4"
"Annual Survey of School System Finance","Massachusetts","2012","SST","Revenue from state sources Total (%)","State and Local ","39.7"
"Annual Survey of School System Finance","Massachusetts","2013","SST","Revenue from state sources Total (%)","State and Local ","40.2"
"Annual Survey of School System Finance","Massachusetts","2014","SST","Revenue from state sources Total (%)","State and Local ","40.0"
"Annual Survey of School System Finance","Massachusetts","2015","SST","Revenue from state sources Total (%)","State and Local ","40.4"
"Annual Survey of School System Finance","Massachusetts","2016","SST","Revenue from state sources Total (%)","State and Local ","39.0"
"Annual Survey of School System Finance","Massachusetts","2017","SST","Revenue from state sources Total (%)","State and Local ","38.7"
"Annual Survey of School System Finance","Massachusetts","2018","SST","Revenue from state sources Total (%)","State and Local ","38.0"
"Annual Survey of School System Finance","Massachusetts","2012","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Massachusetts","2013","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Massachusetts","2014","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Massachusetts","2015","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Massachusetts","2016","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Massachusetts","2017","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Massachusetts","2018","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Michigan","2012","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.7"
"Annual Survey of School System Finance","Michigan","2013","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.5"
"Annual Survey of School System Finance","Michigan","2014","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.2"
"Annual Survey of School System Finance","Michigan","2015","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.3"
"Annual Survey of School System Finance","Michigan","2016","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Michigan","2017","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.8"
"Annual Survey of School System Finance","Michigan","2018","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.9"
"Annual Survey of School System Finance","Michigan","2012","FST","Revenue from federal sources Total (%)","State and Local ","10.6"
"Annual Survey of School System Finance","Michigan","2013","FST","Revenue from federal sources Total (%)","State and Local ","9.4"
"Annual Survey of School System Finance","Michigan","2014","FST","Revenue from federal sources Total (%)","State and Local ","8.9"
"Annual Survey of School System Finance","Michigan","2015","FST","Revenue from federal sources Total (%)","State and Local ","8.8"
"Annual Survey of School System Finance","Michigan","2016","FST","Revenue from federal sources Total (%)","State and Local ","8.4"
"Annual Survey of School System Finance","Michigan","2017","FST","Revenue from federal sources Total (%)","State and Local ","8.1"
"Annual Survey of School System Finance","Michigan","2018","FST","Revenue from federal sources Total (%)","State and Local ","8.0"
"Annual Survey of School System Finance","Michigan","2012","LSCT","Revenue from local sources Charges (%)","State and Local ","3.6"
"Annual Survey of School System Finance","Michigan","2013","LSCT","Revenue from local sources Charges (%)","State and Local ","3.2"
"Annual Survey of School System Finance","Michigan","2014","LSCT","Revenue from local sources Charges (%)","State and Local ","3.2"
"Annual Survey of School System Finance","Michigan","2015","LSCT","Revenue from local sources Charges (%)","State and Local ","3.0"
"Annual Survey of School System Finance","Michigan","2016","LSCT","Revenue from local sources Charges (%)","State and Local ","3.0"
"Annual Survey of School System Finance","Michigan","2017","LSCT","Revenue from local sources Charges (%)","State and Local ","3.1"
"Annual Survey of School System Finance","Michigan","2018","LSCT","Revenue from local sources Charges (%)","State and Local ","3.0"
"Annual Survey of School System Finance","Michigan","2012","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Michigan","2013","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Michigan","2014","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.2"
"Annual Survey of School System Finance","Michigan","2015","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Michigan","2016","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.2"
"Annual Survey of School System Finance","Michigan","2017","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.2"
"Annual Survey of School System Finance","Michigan","2018","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.1"
"Annual Survey of School System Finance","Michigan","2012","LST","Revenue from local sources Total (%)","State and Local ","34.0"
"Annual Survey of School System Finance","Michigan","2013","LST","Revenue from local sources Total (%)","State and Local ","33.6"
"Annual Survey of School System Finance","Michigan","2014","LST","Revenue from local sources Total (%)","State and Local ","33.6"
"Annual Survey of School System Finance","Michigan","2015","LST","Revenue from local sources Total (%)","State and Local ","33.0"
"Annual Survey of School System Finance","Michigan","2016","LST","Revenue from local sources Total (%)","State and Local ","33.4"
"Annual Survey of School System Finance","Michigan","2017","LST","Revenue from local sources Total (%)","State and Local ","33.3"
"Annual Survey of School System Finance","Michigan","2018","LST","Revenue from local sources Total (%)","State and Local ","33.6"
"Annual Survey of School System Finance","Michigan","2012","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","28.7"
"Annual Survey of School System Finance","Michigan","2013","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","28.6"
"Annual Survey of School System Finance","Michigan","2014","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","28.8"
"Annual Survey of School System Finance","Michigan","2015","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","28.3"
"Annual Survey of School System Finance","Michigan","2016","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","28.6"
"Annual Survey of School System Finance","Michigan","2017","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","28.2"
"Annual Survey of School System Finance","Michigan","2018","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","28.6"
"Annual Survey of School System Finance","Michigan","2012","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","46.3"
"Annual Survey of School System Finance","Michigan","2013","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","46.2"
"Annual Survey of School System Finance","Michigan","2014","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","45.6"
"Annual Survey of School System Finance","Michigan","2015","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","44.3"
"Annual Survey of School System Finance","Michigan","2016","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","43.3"
"Annual Survey of School System Finance","Michigan","2017","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","43.1"
"Annual Survey of School System Finance","Michigan","2018","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","41.9"
"Annual Survey of School System Finance","Michigan","2012","SST","Revenue from state sources Total (%)","State and Local ","55.4"
"Annual Survey of School System Finance","Michigan","2013","SST","Revenue from state sources Total (%)","State and Local ","56.9"
"Annual Survey of School System Finance","Michigan","2014","SST","Revenue from state sources Total (%)","State and Local ","57.5"
"Annual Survey of School System Finance","Michigan","2015","SST","Revenue from state sources Total (%)","State and Local ","58.2"
"Annual Survey of School System Finance","Michigan","2016","SST","Revenue from state sources Total (%)","State and Local ","58.1"
"Annual Survey of School System Finance","Michigan","2017","SST","Revenue from state sources Total (%)","State and Local ","58.6"
"Annual Survey of School System Finance","Michigan","2018","SST","Revenue from state sources Total (%)","State and Local ","58.4"
"Annual Survey of School System Finance","Michigan","2012","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Michigan","2013","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Michigan","2014","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Michigan","2015","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Michigan","2016","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Michigan","2017","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Michigan","2018","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Minnesota","2012","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.4"
"Annual Survey of School System Finance","Minnesota","2013","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.5"
"Annual Survey of School System Finance","Minnesota","2014","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.3"
"Annual Survey of School System Finance","Minnesota","2015","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.2"
"Annual Survey of School System Finance","Minnesota","2016","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.1"
"Annual Survey of School System Finance","Minnesota","2017","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.2"
"Annual Survey of School System Finance","Minnesota","2018","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","1.1"
"Annual Survey of School System Finance","Minnesota","2012","FST","Revenue from federal sources Total (%)","State and Local ","7.0"
"Annual Survey of School System Finance","Minnesota","2013","FST","Revenue from federal sources Total (%)","State and Local ","6.0"
"Annual Survey of School System Finance","Minnesota","2014","FST","Revenue from federal sources Total (%)","State and Local ","5.7"
"Annual Survey of School System Finance","Minnesota","2015","FST","Revenue from federal sources Total (%)","State and Local ","5.5"
"Annual Survey of School System Finance","Minnesota","2016","FST","Revenue from federal sources Total (%)","State and Local ","5.3"
"Annual Survey of School System Finance","Minnesota","2017","FST","Revenue from federal sources Total (%)","State and Local ","5.2"
"Annual Survey of School System Finance","Minnesota","2018","FST","Revenue from federal sources Total (%)","State and Local ","5.1"
"Annual Survey of School System Finance","Minnesota","2012","LSCT","Revenue from local sources Charges (%)","State and Local ","4.7"
"Annual Survey of School System Finance","Minnesota","2013","LSCT","Revenue from local sources Charges (%)","State and Local ","4.7"
"Annual Survey of School System Finance","Minnesota","2014","LSCT","Revenue from local sources Charges (%)","State and Local ","4.7"
"Annual Survey of School System Finance","Minnesota","2015","LSCT","Revenue from local sources Charges (%)","State and Local ","4.4"
"Annual Survey of School System Finance","Minnesota","2016","LSCT","Revenue from local sources Charges (%)","State and Local ","4.4"
"Annual Survey of School System Finance","Minnesota","2017","LSCT","Revenue from local sources Charges (%)","State and Local ","4.4"
"Annual Survey of School System Finance","Minnesota","2018","LSCT","Revenue from local sources Charges (%)","State and Local ","4.4"
"Annual Survey of School System Finance","Minnesota","2012","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.0"
"Annual Survey of School System Finance","Minnesota","2013","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.1"
"Annual Survey of School System Finance","Minnesota","2014","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.2"
"Annual Survey of School System Finance","Minnesota","2015","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.2"
"Annual Survey of School System Finance","Minnesota","2016","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","2.0"
"Annual Survey of School System Finance","Minnesota","2017","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","1.8"
"Annual Survey of School System Finance","Minnesota","2018","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","1.9"
"Annual Survey of School System Finance","Minnesota","2012","LST","Revenue from local sources Total (%)","State and Local ","29.9"
"Annual Survey of School System Finance","Minnesota","2013","LST","Revenue from local sources Total (%)","State and Local ","30.5"
"Annual Survey of School System Finance","Minnesota","2014","LST","Revenue from local sources Total (%)","State and Local ","25.3"
"Annual Survey of School System Finance","Minnesota","2015","LST","Revenue from local sources Total (%)","State and Local ","28.9"
"Annual Survey of School System Finance","Minnesota","2016","LST","Revenue from local sources Total (%)","State and Local ","29.2"
"Annual Survey of School System Finance","Minnesota","2017","LST","Revenue from local sources Total (%)","State and Local ","29.8"
"Annual Survey of School System Finance","Minnesota","2018","LST","Revenue from local sources Total (%)","State and Local ","29.7"
"Annual Survey of School System Finance","Minnesota","2012","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","19.1"
"Annual Survey of School System Finance","Minnesota","2013","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","19.7"
"Annual Survey of School System Finance","Minnesota","2014","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","14.3"
"Annual Survey of School System Finance","Minnesota","2015","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","18.8"
"Annual Survey of School System Finance","Minnesota","2016","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","19.0"
"Annual Survey of School System Finance","Minnesota","2017","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","19.7"
"Annual Survey of School System Finance","Minnesota","2018","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","19.6"
"Annual Survey of School System Finance","Minnesota","2012","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","46.3"
"Annual Survey of School System Finance","Minnesota","2013","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","46.9"
"Annual Survey of School System Finance","Minnesota","2014","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","50.1"
"Annual Survey of School System Finance","Minnesota","2015","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","46.4"
"Annual Survey of School System Finance","Minnesota","2016","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","45.7"
"Annual Survey of School System Finance","Minnesota","2017","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","45.4"
"Annual Survey of School System Finance","Minnesota","2018","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","45.2"
"Annual Survey of School System Finance","Minnesota","2012","SST","Revenue from state sources Total (%)","State and Local ","63.1"
"Annual Survey of School System Finance","Minnesota","2013","SST","Revenue from state sources Total (%)","State and Local ","63.5"
"Annual Survey of School System Finance","Minnesota","2014","SST","Revenue from state sources Total (%)","State and Local ","69.0"
"Annual Survey of School System Finance","Minnesota","2015","SST","Revenue from state sources Total (%)","State and Local ","65.6"
"Annual Survey of School System Finance","Minnesota","2016","SST","Revenue from state sources Total (%)","State and Local ","65.5"
"Annual Survey of School System Finance","Minnesota","2017","SST","Revenue from state sources Total (%)","State and Local ","64.9"
"Annual Survey of School System Finance","Minnesota","2018","SST","Revenue from state sources Total (%)","State and Local ","65.2"
"Annual Survey of School System Finance","Minnesota","2012","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Minnesota","2013","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Minnesota","2014","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Minnesota","2015","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Minnesota","2016","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Minnesota","2017","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Minnesota","2018","TOTREVT","Elementary-secondary education total revenue percentage","State and Local ","100.0"
"Annual Survey of School System Finance","Mississippi","2012","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","4.7"
"Annual Survey of School System Finance","Mississippi","2013","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","4.5"
"Annual Survey of School System Finance","Mississippi","2014","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","4.0"
"Annual Survey of School System Finance","Mississippi","2015","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","4.0"
"Annual Survey of School System Finance","Mississippi","2016","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","4.0"
"Annual Survey of School System Finance","Mississippi","2017","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","4.0"
"Annual Survey of School System Finance","Mississippi","2018","FSDSTITT","Revenue from federal sources Title 1 (%)","State and Local ","3.9"
"Annual Survey of School System Finance","Mississippi","2012","FST","Revenue from federal sources Total (%)","State and Local ","17.8"
"Annual Survey of School System Finance","Mississippi","2013","FST","Revenue from federal sources Total (%)","State and Local ","16.0"
"Annual Survey of School System Finance","Mississippi","2014","FST","Revenue from federal sources Total (%)","State and Local ","14.9"
"Annual Survey of School System Finance","Mississippi","2015","FST","Revenue from federal sources Total (%)","State and Local ","14.7"
"Annual Survey of School System Finance","Mississippi","2016","FST","Revenue from federal sources Total (%)","State and Local ","14.6"
"Annual Survey of School System Finance","Mississippi","2017","FST","Revenue from federal sources Total (%)","State and Local ","14.1"
"Annual Survey of School System Finance","Mississippi","2018","FST","Revenue from federal sources Total (%)","State and Local ","13.8"
"Annual Survey of School System Finance","Mississippi","2012","LSCT","Revenue from local sources Charges (%)","State and Local ","4.4"
"Annual Survey of School System Finance","Mississippi","2013","LSCT","Revenue from local sources Charges (%)","State and Local ","4.0"
"Annual Survey of School System Finance","Mississippi","2014","LSCT","Revenue from local sources Charges (%)","State and Local ","4.3"
"Annual Survey of School System Finance","Mississippi","2015","LSCT","Revenue from local sources Charges (%)","State and Local ","3.8"
"Annual Survey of School System Finance","Mississippi","2016","LSCT","Revenue from local sources Charges (%)","State and Local ","3.6"
"Annual Survey of School System Finance","Mississippi","2017","LSCT","Revenue from local sources Charges (%)","State and Local ","3.4"
"Annual Survey of School System Finance","Mississippi","2018","LSCT","Revenue from local sources Charges (%)","State and Local ","3.3"
"Annual Survey of School System Finance","Mississippi","2012","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.4"
"Annual Survey of School System Finance","Mississippi","2013","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.4"
"Annual Survey of School System Finance","Mississippi","2014","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.4"
"Annual Survey of School System Finance","Mississippi","2015","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.3"
"Annual Survey of School System Finance","Mississippi","2016","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.4"
"Annual Survey of School System Finance","Mississippi","2017","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.5"
"Annual Survey of School System Finance","Mississippi","2018","LSNLGT","Revenue from local sources Other local governments (%)","State and Local ","0.5"
"Annual Survey of School System Finance","Mississippi","2012","LST","Revenue from local sources Total (%)","State and Local ","33.0"
"Annual Survey of School System Finance","Mississippi","2013","LST","Revenue from local sources Total (%)","State and Local ","34.1"
"Annual Survey of School System Finance","Mississippi","2014","LST","Revenue from local sources Total (%)","State and Local ","34.9"
"Annual Survey of School System Finance","Mississippi","2015","LST","Revenue from local sources Total (%)","State and Local ","34.6"
"Annual Survey of School System Finance","Mississippi","2016","LST","Revenue from local sources Total (%)","State and Local ","34.6"
"Annual Survey of School System Finance","Mississippi","2017","LST","Revenue from local sources Total (%)","State and Local ","35.1"
"Annual Survey of School System Finance","Mississippi","2018","LST","Revenue from local sources Total (%)","State and Local ","35.8"
"Annual Survey of School System Finance","Mississippi","2012","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","26.6"
"Annual Survey of School System Finance","Mississippi","2013","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","27.8"
"Annual Survey of School System Finance","Mississippi","2014","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","28.3"
"Annual Survey of School System Finance","Mississippi","2015","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","28.8"
"Annual Survey of School System Finance","Mississippi","2016","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","28.8"
"Annual Survey of School System Finance","Mississippi","2017","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","29.7"
"Annual Survey of School System Finance","Mississippi","2018","LSTPGCT","Revenue from local sources Taxes and parent government contributions (%)","State and Local ","30.6"
"Annual Survey of School System Finance","Mississippi","2012","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","46.6"
"Annual Survey of School System Finance","Mississippi","2013","SSGFAT","Revenue from state sources General formula assistance (%)","State and Local ","47.5"
